timestamp,kwh
2015-01-01 00:00:00,8220.619870976076
2015-01-01 01:00:00,7887.253396494871
2015-01-01 02:00:00,8491.235237747289
2015-01-01 03:00:00,8200.483357860845
2015-01-01 04:00:00,7726.7543276641545
2015-01-01 05:00:00,8320.860656027886
2015-01-01 06:00:00,7786.713454445786
2015-01-01 07:00:00,8993.399236690915
2015-01-01 08:00:00,9610.800685049351
2015-01-01 09:00:00,7411.1038230037775
2015-01-01 10:00:00,8045.295834118018
2015-01-01 11:00:00,8275.921338924221
2015-01-01 12:00:00,7558.516150806684
2015-01-01 13:00:00,8383.363856511729
2015-01-01 14:00:00,8423.75321195422
2015-01-01 15:00:00,8549.969432205975
2015-01-01 16:00:00,7522.257584898947
2015-01-01 17:00:00,6941.323295272003
2015-01-01 18:00:00,6886.099250030022
2015-01-01 19:00:00,6978.459279647789
2015-01-01 20:00:00,7481.1613784464425
2015-01-01 21:00:00,8205.96396374704
2015-01-01 22:00:00,8285.547992691647
2015-01-01 23:00:00,7254.2286547706335
2015-01-02 00:00:00,7393.43259179561
2015-01-02 01:00:00,7754.431402945838
2015-01-02 02:00:00,7760.981349672437
2015-01-02 03:00:00,7124.236922799317
2015-01-02 04:00:00,7431.47919209317
2015-01-02 05:00:00,8611.084379254988
2015-01-02 06:00:00,8551.495536373546
2015-01-02 07:00:00,8862.985355157165
2015-01-02 08:00:00,7034.531529264179
2015-01-02 09:00:00,7863.447139389002
2015-01-02 10:00:00,7621.946750699688
2015-01-02 11:00:00,7116.602797594533
2015-01-02 12:00:00,8636.254491110012
2015-01-02 13:00:00,7191.790656999787
2015-01-02 14:00:00,7807.680837389849
2015-01-02 15:00:00,8264.316752851784
2015-01-02 16:00:00,8148.284996028424
2015-01-02 17:00:00,8194.893080779826
2015-01-02 18:00:00,8298.070960712354
2015-01-02 19:00:00,7705.664972917785
2015-01-02 20:00:00,8220.208720209124
2015-01-02 21:00:00,8067.245251031585
2015-01-02 22:00:00,8199.503564357587
2015-01-02 23:00:00,9236.088994206162
2015-01-03 00:00:00,8029.89734296329
2015-01-03 01:00:00,9219.319690699735
2015-01-03 02:00:00,8351.768728135601
2015-01-03 03:00:00,8081.308760097098
2015-01-03 04:00:00,8703.74883039204
2015-01-03 05:00:00,7986.9414278199965
2015-01-03 06:00:00,8992.950016336581
2015-01-03 07:00:00,7366.6839713857225
2015-01-03 08:00:00,7353.7685601436
2015-01-03 09:00:00,7603.562945112688
2015-01-03 10:00:00,7845.436735241127
2015-01-03 11:00:00,7062.621098988398
2015-01-03 12:00:00,7756.028203013252
2015-01-03 13:00:00,8284.31869309037
2015-01-03 14:00:00,8836.86980103905
2015-01-03 15:00:00,8954.36451588761
2015-01-03 16:00:00,6827.615425778291
2015-01-03 17:00:00,7697.73014241214
2015-01-03 18:00:00,9595.303191087012
2015-01-03 19:00:00,7830.063930944958
2015-01-03 20:00:00,8533.99888238421
2015-01-03 21:00:00,8110.490520856722
2015-01-03 22:00:00,7742.162583780493
2015-01-03 23:00:00,8403.83640102183
2015-01-04 00:00:00,8151.93245503156
2015-01-04 01:00:00,7956.516837611583
2015-01-04 02:00:00,6990.04516360484
2015-01-04 03:00:00,8779.244690427851
2015-01-04 04:00:00,6845.029114089426
2015-01-04 05:00:00,7601.1477525270375
2015-01-04 06:00:00,7012.438471187531
2015-01-04 07:00:00,8085.84983775104
2015-01-04 08:00:00,8424.104392732097
2015-01-04 09:00:00,7781.561269128082
2015-01-04 10:00:00,8304.430899379855
2015-01-04 11:00:00,8460.253660253376
2015-01-04 12:00:00,7236.252965707354
2015-01-04 13:00:00,6763.27323913997
2015-01-04 14:00:00,9145.450688471823
2015-01-04 15:00:00,8107.440649372791
2015-01-04 16:00:00,7273.857628911228
2015-01-04 17:00:00,7989.78076250066
2015-01-04 18:00:00,7384.481162605025
2015-01-04 19:00:00,8416.786582736655
2015-01-04 20:00:00,7552.167714376414
2015-01-04 21:00:00,8728.090209214208
2015-01-04 22:00:00,9280.503459486972
2015-01-04 23:00:00,7999.124602717693
2015-01-05 00:00:00,8183.582239639368
2015-01-05 01:00:00,7975.179613076809
2015-01-05 02:00:00,7781.590337214077
2015-01-05 03:00:00,8852.721457505144
2015-01-05 04:00:00,7613.175274668034
2015-01-05 05:00:00,7981.308338074921
2015-01-05 06:00:00,8475.271889316988
2015-01-05 07:00:00,8407.286726132315
2015-01-05 08:00:00,8974.390806056861
2015-01-05 09:00:00,9094.859167567389
2015-01-05 10:00:00,8019.5291011629015
2015-01-05 11:00:00,8893.065624153001
2015-01-05 12:00:00,9117.641260522238
2015-01-05 13:00:00,7671.129022190206
2015-01-05 14:00:00,7597.193549584732
2015-01-05 15:00:00,8755.61269703952
2015-01-05 16:00:00,7697.562561020815
2015-01-05 17:00:00,8230.416371542673
2015-01-05 18:00:00,6169.078314518994
2015-01-05 19:00:00,6249.791818261818
2015-01-05 20:00:00,7989.6298066836935
2015-01-05 21:00:00,8122.581695218665
2015-01-05 22:00:00,8520.2930671643
