timestamp,kwh
2015-01-01 00:00:00,10400.774838720095
2015-01-01 01:00:00,9984.066745618587
2015-01-01 02:00:00,10739.044047184112
2015-01-01 03:00:00,10375.604197326054
2015-01-01 04:00:00,9783.442909580193
2015-01-01 05:00:00,10526.075820034855
2015-01-01 06:00:00,9858.391818057233
2015-01-01 07:00:00,11366.749045863642
2015-01-01 08:00:00,12138.50085631169
2015-01-01 09:00:00,9388.879778754723
2015-01-01 10:00:00,10181.619792647522
2015-01-01 11:00:00,10469.901673655275
2015-01-01 12:00:00,9573.145188508355
2015-01-01 13:00:00,10604.204820639661
2015-01-01 14:00:00,10654.691514942775
2015-01-01 15:00:00,10812.461790257468
2015-01-01 16:00:00,9527.821981123685
2015-01-01 17:00:00,8801.654119090002
2015-01-01 18:00:00,8732.624062537527
2015-01-01 19:00:00,8848.074099559737
2015-01-01 20:00:00,9476.451723058053
2015-01-01 21:00:00,10382.4549546838
2015-01-01 22:00:00,10481.934990864558
2015-01-01 23:00:00,9192.785818463291
2015-01-02 00:00:00,9366.790739744512
2015-01-02 01:00:00,9818.039253682298
2015-01-02 02:00:00,9826.226687090546
2015-01-02 03:00:00,9030.296153499145
2015-01-02 04:00:00,9414.348990116461
2015-01-02 05:00:00,10888.855474068734
2015-01-02 06:00:00,10814.369420466934
2015-01-02 07:00:00,11203.731693946456
2015-01-02 08:00:00,8918.164411580223
2015-01-02 09:00:00,9954.308924236251
2015-01-02 10:00:00,9652.43343837461
2015-01-02 11:00:00,9020.753496993166
2015-01-02 12:00:00,10920.318113887515
2015-01-02 13:00:00,9114.738321249733
2015-01-02 14:00:00,9884.601046737313
2015-01-02 15:00:00,10455.39594106473
2015-01-02 16:00:00,10310.35624503553
2015-01-02 17:00:00,10368.616350974782
2015-01-02 18:00:00,10497.588700890441
2015-01-02 19:00:00,9757.081216147231
2015-01-02 20:00:00,10400.260900261406
2015-01-02 21:00:00,10209.056563789482
2015-01-02 22:00:00,10374.379455446982
2015-01-02 23:00:00,11670.111242757703
2015-01-03 00:00:00,10162.371678704112
2015-01-03 01:00:00,11649.149613374668
2015-01-03 02:00:00,10564.7109101695
2015-01-03 03:00:00,10226.635950121372
2015-01-03 04:00:00,11004.686037990048
2015-01-03 05:00:00,10108.676784774994
2015-01-03 06:00:00,11366.187520420724
2015-01-03 07:00:00,9333.354964232152
2015-01-03 08:00:00,9317.2107001795
2015-01-03 09:00:00,9629.45368139086
2015-01-03 10:00:00,9931.795919051408
2015-01-03 11:00:00,8953.276373735498
2015-01-03 12:00:00,9820.035253766564
2015-01-03 13:00:00,10480.398366362962
2015-01-03 14:00:00,11171.087251298812
2015-01-03 15:00:00,11317.95564485951
2015-01-03 16:00:00,8659.519282222864
2015-01-03 17:00:00,9747.162678015175
2015-01-03 18:00:00,12119.128988858765
2015-01-03 19:00:00,9912.579913681197
2015-01-03 20:00:00,10792.498602980262
2015-01-03 21:00:00,10263.113151070902
2015-01-03 22:00:00,9802.703229725616
2015-01-03 23:00:00,10629.795501277287
2015-01-04 00:00:00,10314.915568789449
2015-01-04 01:00:00,10070.646047014478
2015-01-04 02:00:00,8862.55645450605
2015-01-04 03:00:00,11099.055863034815
2015-01-04 04:00:00,8681.286392611783
2015-01-04 05:00:00,9626.434690658796
2015-01-04 06:00:00,8890.548088984413
2015-01-04 07:00:00,10232.312297188799
2015-01-04 08:00:00,10655.130490915122
2015-01-04 09:00:00,9851.951586410101
2015-01-04 10:00:00,10505.538624224817
2015-01-04 11:00:00,10700.31707531672
2015-01-04 12:00:00,9170.31620713419
2015-01-04 13:00:00,8579.091548924964
2015-01-04 14:00:00,11556.813360589778
2015-01-04 15:00:00,10259.300811715988
2015-01-04 16:00:00,9217.322036139034
2015-01-04 17:00:00,10112.225953125824
2015-01-04 18:00:00,9355.60145325628
2015-01-04 19:00:00,10645.983228420819
2015-01-04 20:00:00,9565.209642970516
2015-01-04 21:00:00,11035.11276151776
2015-01-04 22:00:00,11725.629324358713
2015-01-04 23:00:00,10123.905753397117
2015-01-05 00:00:00,10354.47779954921
2015-01-05 01:00:00,10093.97451634601
2015-01-05 02:00:00,9851.987921517597
2015-01-05 03:00:00,11190.901821881429
2015-01-05 04:00:00,9641.469093335043
2015-01-05 05:00:00,10101.635422593652
2015-01-05 06:00:00,10719.089861646233
2015-01-05 07:00:00,10634.108407665395
2015-01-05 08:00:00,11342.988507571075
2015-01-05 09:00:00,11493.573959459234
2015-01-05 10:00:00,10149.411376453627
2015-01-05 11:00:00,11241.332030191252
2015-01-05 12:00:00,11522.051575652797
2015-01-05 13:00:00,9713.911277737758
2015-01-05 14:00:00,9621.491936980914
2015-01-05 15:00:00,11069.515871299398
2015-01-05 16:00:00,9746.95320127602
2015-01-05 17:00:00,10413.020464428342
2015-01-05 18:00:00,7836.3478931487425
2015-01-05 19:00:00,7937.239772827272
2015-01-05 20:00:00,10112.037258354616
2015-01-05 21:00:00,10278.227119023331
2015-01-05 22:00:00,10775.366333955377
2015-01-05 23:00:00,9981.427010005082
2015-01-06 00:00:00,10139.132409311987
2015-01-06 01:00:00,9417.43740194646
2015-01-06 02:00:00,10132.852888944417
2015-01-06 03:00:00,10083.561026488114
2015-01-06 04:00:00,11083.425324232414
2015-01-06 05:00:00,10028.597658546867
2015-01-06 06:00:00,10875.832386008633
2015-01-06 07:00:00,10046.838200006125
2015-01-06 08:00:00,10062.808533401643
2015-01-06 09:00:00,9698.076502792988
2015-01-06 10:00:00,11997.662397373084
2015-01-06 11:00:00,10021.636366428582
2015-01-06 12:00:00,10243.607770530862
2015-01-06 13:00:00,11224.231064454449
2015-01-06 14:00:00,10039.486362720385
2015-01-06 15:00:00,9715.742430770248
2015-01-06 16:00:00,10909.302472804658
2015-01-06 17:00:00,9394.53752962168
2015-01-06 18:00:00,10235.978556406168
2015-01-06 19:00:00,9704.308783636203
2015-01-06 20:00:00,10301.205575399723
2015-01-06 21:00:00,8484.936912536825
2015-01-06 22:00:00,9672.613027372017
2015-01-06 23:00:00,10144.8409871203
2015-01-07 00:00:00,10875.917096345758
2015-01-07 01:00:00,11134.057070583709
2015-01-07 02:00:00,8901.164458488562
2015-01-07 03:00:00,10690.02480087499
2015-01-07 04:00:00,10863.566143101445
2015-01-07 05:00:00,10300.932941035993
2015-01-07 06:00:00,11578.511096083424
2015-01-07 07:00:00,10910.367777903422
2015-01-07 08:00:00,11012.539146808966
2015-01-07 09:00:00,10766.955456386577
2015-01-07 10:00:00,9491.953275830143
2015-01-07 11:00:00,11533.299471933737
2015-01-07 12:00:00,10756.496342198536
2015-01-07 13:00:00,10957.422335448566
2015-01-07 14:00:00,9042.482499333746
2015-01-07 15:00:00,10112.61440544935
2015-01-07 16:00:00,10869.040057448467
2015-01-07 17:00:00,11521.498686599945
2015-01-07 18:00:00,11206.233733061188
2015-01-07 19:00:00,11428.887825924488
2015-01-07 20:00:00,10488.527885818638
2015-01-07 21:00:00,10216.64219060369
2015-01-07 22:00:00,10411.565766142794
2015-01-07 23:00:00,10464.84057132518
2015-01-08 00:00:00,10873.70434449051
2015-01-08 01:00:00,11343.581236093833
2015-01-08 02:00:00,10966.667835961454
2015-01-08 03:00:00,10071.102755322732
2015-01-08 04:00:00,9964.644399507739
2015-01-08 05:00:00,11262.069283416618
2015-01-08 06:00:00,11074.79016510024
2015-01-08 07:00:00,9312.200450487795
2015-01-08 08:00:00,12098.672025064463
2015-01-08 09:00:00,9474.6161432242
2015-01-08 10:00:00,11291.484326946462
2015-01-08 11:00:00,10164.482303976612
2015-01-08 12:00:00,9780.421673968842
2015-01-08 13:00:00,9905.309524059063
2015-01-08 14:00:00,11565.925323299864
2015-01-08 15:00:00,10719.478255084583
2015-01-08 16:00:00,9897.114980221853
2015-01-08 17:00:00,9400.058291540023
2015-01-08 18:00:00,11642.130563815506
2015-01-08 19:00:00,8126.444927470548
2015-01-08 20:00:00,8965.362056048223
2015-01-08 21:00:00,9515.654627528438
2015-01-08 22:00:00,10439.419682456291
2015-01-08 23:00:00,10638.642259500444
2015-01-09 00:00:00,10418.32995479857
2015-01-09 01:00:00,11055.297271145238
2015-01-09 02:00:00,9093.461355188634
2015-01-09 03:00:00,10309.693272729302
2015-01-09 04:00:00,10890.971517130667
2015-01-09 05:00:00,8270.499305346188
2015-01-09 06:00:00,10110.978506292062
2015-01-09 07:00:00,9945.864169109114
2015-01-09 08:00:00,10077.946498800919
2015-01-09 09:00:00,10626.672472593145
2015-01-09 10:00:00,9797.137363890204
2015-01-09 11:00:00,10811.207326451811
2015-01-09 12:00:00,10648.873328759488
2015-01-09 13:00:00,9190.25567697371
2015-01-09 14:00:00,9949.449019787691
2015-01-09 15:00:00,10730.482111102452
2015-01-09 16:00:00,10614.176995254305
2015-01-09 17:00:00,10821.45372219513
2015-01-09 18:00:00,10587.200456645716
2015-01-09 19:00:00,11345.5040165441
2015-01-09 20:00:00,10195.478458106816
2015-01-09 21:00:00,11214.91365221379
2015-01-09 22:00:00,10011.985154901507
2015-01-09 23:00:00,11851.206982977455
2015-01-10 00:00:00,11014.269041748277
2015-01-10 01:00:00,9459.760295136512
2015-01-10 02:00:00,11471.118868400834
2015-01-10 03:00:00,9740.766900562736
2015-01-10 04:00:00,8230.399300220903
2015-01-10 05:00:00,10057.538203163413
2015-01-10 06:00:00,10603.871975144328
2015-01-10 07:00:00,10713.751086223907
2015-01-10 08:00:00,10364.38640800532
2015-01-10 09:00:00,10137.457453740737
2015-01-10 10:00:00,10341.821276412938
2015-01-10 11:00:00,9273.557157949894
2015-01-10 12:00:00,11636.26600663262
2015-01-10 13:00:00,9636.094317295247
2015-01-10 14:00:00,11892.626833363667
2015-01-10 15:00:00,10270.177325165027
2015-01-10 16:00:00,9680.26221406188
2015-01-10 17:00:00,10656.561111005794
2015-01-10 18:00:00,11306.306419382729
2015-01-10 19:00:00,12348.916537657573
2015-01-10 20:00:00,8317.333623913903
2015-01-10 21:00:00,9548.85183128074
2015-01-10 22:00:00,11075.710830772778
2015-01-10 23:00:00,9226.156580631181
2015-01-11 00:00:00,10166.228185326032
2015-01-11 01:00:00,10850.743619556051
2015-01-11 02:00:00,9769.731204637268
2015-01-11 03:00:00,10719.342015712788
2015-01-11 04:00:00,8921.960587602922
2015-01-11 05:00:00,11478.005095683833
2015-01-11 06:00:00,10234.691606389053
2015-01-11 07:00:00,10349.079092033639
2015-01-11 08:00:00,11103.632234749388
2015-01-11 09:00:00,10127.761150192684
2015-01-11 10:00:00,10086.028439048063
2015-01-11 11:00:00,11389.711081202111
2015-01-11 12:00:00,10029.648921012995
2015-01-11 13:00:00,10183.498213162971
2015-01-11 14:00:00,9740.31398419338
2015-01-11 15:00:00,11527.31733111041
2015-01-11 16:00:00,11585.008644508032
2015-01-11 17:00:00,10491.28843498103
2015-01-11 18:00:00,8724.28205772171
2015-01-11 19:00:00,10399.482601486094
2015-01-11 20:00:00,10096.78876643211
2015-01-11 21:00:00,11655.713002394592
2015-01-11 22:00:00,9932.977561554026
2015-01-11 23:00:00,10039.094623085564
2015-01-12 00:00:00,9743.554199395752
2015-01-12 01:00:00,9825.351735367964
2015-01-12 02:00:00,12045.23499340991
2015-01-12 03:00:00,9838.704955621197
2015-01-12 04:00:00,10575.0440790787
2015-01-12 05:00:00,11673.414786969608
2015-01-12 06:00:00,10716.254591868792
2015-01-12 07:00:00,8704.645346973517
2015-01-12 08:00:00,9771.72021371933
2015-01-12 09:00:00,9881.661249002944
2015-01-12 10:00:00,11519.89183480899
2015-01-12 11:00:00,11256.917401116509
2015-01-12 12:00:00,10325.433528869353
2015-01-12 13:00:00,10604.925767053453
2015-01-12 14:00:00,10094.350361322748
2015-01-12 15:00:00,9369.170586595399
2015-01-12 16:00:00,9915.295585962782
2015-01-12 17:00:00,10052.751463159588
2015-01-12 18:00:00,10956.610751184993
2015-01-12 19:00:00,11151.362519072336
2015-01-12 20:00:00,9973.13384460217
2015-01-12 21:00:00,11106.728300600413
2015-01-12 22:00:00,9225.917199211712
2015-01-12 23:00:00,10035.744068062093
2015-01-13 00:00:00,11119.556463054394
2015-01-13 01:00:00,10298.573644986576
2015-01-13 02:00:00,9306.174809895787
2015-01-13 03:00:00,10572.998759738255
2015-01-13 04:00:00,11001.447844308921
2015-01-13 05:00:00,10945.562812417033
2015-01-13 06:00:00,11155.104387171421
2015-01-13 07:00:00,11413.050879081586
2015-01-13 08:00:00,10355.284145527077
2015-01-13 09:00:00,10550.608032862658
2015-01-13 10:00:00,9952.31134607867
2015-01-13 11:00:00,9280.335753377698
2015-01-13 12:00:00,10848.114070042939
2015-01-13 13:00:00,10962.584601976288
2015-01-13 14:00:00,10836.582396833845
2015-01-13 15:00:00,11359.63004976193
2015-01-13 16:00:00,12184.293179247958
2015-01-13 17:00:00,8992.782048894467
2015-01-13 18:00:00,9711.513423478582
2015-01-13 19:00:00,9753.570650230768
2015-01-13 20:00:00,10139.469619793941
2015-01-13 21:00:00,10602.811957363232
2015-01-13 22:00:00,10490.5511194883
2015-01-13 23:00:00,11321.5384250418
2015-01-14 00:00:00,8833.481044440316
2015-01-14 01:00:00,11179.474966094454
2015-01-14 02:00:00,11801.392611397701
2015-01-14 03:00:00,9907.06072757015
2015-01-14 04:00:00,10288.928063003028
2015-01-14 05:00:00,11155.398955830953
2015-01-14 06:00:00,11322.955155232823
2015-01-14 07:00:00,10287.040676835533
2015-01-14 08:00:00,10115.093307468753
2015-01-14 09:00:00,10393.228175992
2015-01-14 10:00:00,11104.73256296553
